Date,CDX HY 5Y_HYG_IEI,CDX EM 5Y_EMB_IEF,CDX IG 5Y_VCIT_IEF
2025-01-13,"[0.88, -0.36]","[0.44, -0.27]","[0.37, -0.28]"
2025-01-14,"[0.88, -0.36]","[0.44, -0.27]","[0.37, -0.28]"
2025-01-15,"[0.88, -0.36]","[0.44, -0.27]","[0.37, -0.29]"
2025-01-16,"[0.88, -0.36]","[0.44, -0.27]","[0.37, -0.28]"
2025-01-17,"[0.88, -0.36]","[0.44, -0.27]","[0.37, -0.29]"
2025-01-21,"[0.88, -0.36]","[0.44, -0.27]","[0.37, -0.28]"
2025-01-22,"[0.88, -0.36]","[0.44, -0.27]","[0.37, -0.28]"
2025-01-23,"[0.88, -0.36]","[0.44, -0.27]","[0.37, -0.28]"
2025-01-24,"[0.88, -0.36]","[0.44, -0.27]","[0.37, -0.28]"
2025-01-27,"[0.89, -0.35]","[0.44, -0.27]","[0.37, -0.28]"
2025-01-28,"[0.88, -0.35]","[0.44, -0.27]","[0.37, -0.28]"
2025-01-29,"[0.88, -0.35]","[0.44, -0.27]","[0.37, -0.28]"
2025-01-30,"[0.89, -0.35]","[0.44, -0.27]","[0.37, -0.28]"
2025-01-31,"[0.88, -0.35]","[0.44, -0.27]","[0.37, -0.28]"
2025-02-03,"[0.88, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-04,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-05,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-06,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-07,"[0.88, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-10,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-11,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-12,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-13,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-14,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-18,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-19,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-20,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-21,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-24,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-25,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-26,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-27,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-02-28,"[0.89, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-03,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-04,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-05,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-06,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-07,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-10,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-11,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-12,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-13,"[0.89, -0.34]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-14,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-17,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-18,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-19,"[0.9, -0.34]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-20,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-21,"[0.9, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-24,"[0.9, -0.34]","[0.43, -0.27]","[0.36, -0.28]"
2025-03-25,"[0.9, -0.34]","[0.43, -0.27]","[0.36, -0.28]"
2025-03-26,"[0.91, -0.34]","[0.43, -0.27]","[0.37, -0.28]"
2025-03-27,"[0.91, -0.35]","[0.43, -0.27]","[0.36, -0.28]"
2025-03-28,"[0.9, -0.34]","[0.43, -0.26]","[0.37, -0.28]"
2025-03-31,"[0.91, -0.34]","[0.43, -0.27]","[0.37, -0.28]"
2025-04-01,"[0.9, -0.34]","[0.43, -0.26]","[0.37, -0.28]"
2025-04-02,"[0.9, -0.34]","[0.43, -0.26]","[0.36, -0.27]"
2025-04-03,"[0.91, -0.35]","[0.43, -0.27]","[0.37, -0.28]"
2025-04-04,"[0.9, -0.34]","[0.43, -0.27]","[0.37, -0.28]"
2025-04-07,"[0.9, -0.34]","[0.43, -0.27]","[0.37, -0.28]"
2025-04-08,"[0.9, -0.34]","[0.43, -0.27]","[0.36, -0.27]"
2025-04-09,"[0.89, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-04-10,"[0.9, -0.34]","[0.43, -0.27]","[0.37, -0.28]"
2025-04-11,"[0.9, -0.34]","[0.43, -0.26]","[0.37, -0.28]"
2025-04-14,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-04-15,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-04-16,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-04-17,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-04-18,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-04-22,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-04-23,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-04-24,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-04-25,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-04-28,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-04-29,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-04-30,"[0.89, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-05-01,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-05-02,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-05-06,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-05-07,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-05-08,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-05-09,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-05-12,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-13,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-14,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-15,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-16,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-19,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-20,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-21,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-22,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-23,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-26,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-27,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-28,"[0.9, -0.33]","[0.43, -0.26]","[0.37, -0.28]"
2025-05-29,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-05-30,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-05-31,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-01,"[0.9, -0.33]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-02,"[0.9, -0.32]","[0.43, -0.26]","[0.37, -0.28]"
2025-06-03,"[0.9, -0.32]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-04,"[0.9, -0.32]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-05,"[0.9, -0.32]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-06,"[0.9, -0.32]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-07,"[0.9, -0.32]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-08,"[0.9, -0.32]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-09,"[0.9, -0.32]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-10,"[0.9, -0.32]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-11,"[0.9, -0.32]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-12,"[0.9, -0.32]","[0.42, -0.26]","[0.37, -0.28]"
2025-06-13,"[0.9, -0.32]","[0.42, -0.26]","[0.37, -0.28]"
